Id,Predicted,,,,,,
candidate100,0.5511263,0.37794554,0.37794554,0.37794554,0.37794554,0.37794554,0.37794554
candidate103,0.08839262,0.36052987,0.36052987,0.36052987,0.36052987,0.36052987,0.36052987
candidate107,0.49991634,0.35824847,0.35824847,0.35824847,0.35824847,0.35824847,0.35824847
candidate108,0.95583177,0.8627161,0.8627161,0.8627161,0.8627161,0.8627161,0.8627161
candidate11,0.59138536,0.38003072,0.38003072,0.38003072,0.38003072,0.38003072,0.38003072
candidate112,0.38147146,0.47151208,0.47151208,0.47151208,0.47151208,0.47151208,0.47151208
candidate116,0.59147435,0.7,0.7,0.7,0.7,0.7,0.7
candidate117,0.4503754,0.7,0.7,0.7,0.7,0.7,0.7
candidate118,0.30988193,0.43176726,0.43176726,0.43176726,0.43176726,0.43176726,0.43176726
candidate128,0.41453475,0.7,0.7,0.7,0.7,0.7,0.7
candidate129,0.3593167,0.7,0.7,0.7,0.7,0.7,0.7
candidate13,0.7320927,0.7752634,0.7752634,0.7752634,0.7752634,0.7752634,0.7752634
candidate132,0.6554506,0.5803447,0.5803447,0.5803447,0.5803447,0.5803447,0.5803447
candidate137,0.12518755,0.24595305,0.24595305,0.24595305,0.24595305,0.24595305,0.24595305
candidate144,0.90703976,0.3227219,0.8,0.90703976,0.90703976,0.90703976,0.90703976
candidate146,0.40349114,0.9,0.4,0.9,0.9,0.9,0.9
candidate149,0.6494879,0.59500754,0.59500754,0.59500754,0.59500754,0.59500754,0.4
candidate15,0.2514543,0.28557867,0.28557867,0.28557867,0.28557867,0.28557867,0.28557867
candidate165,0.51490676,0.4745426,0.4745426,0.4745426,0.4745426,0.4745426,0.4745426
candidate167,0.7295191,0.9,0.6,0.9,0.9,0.9,0.9
candidate17,0.72795725,0.68273073,0.68273073,0.68273073,0.68273073,0.68273073,0.68273073
candidate170,0.8559315,0.3,0.52559847,0.8559315,0.8559315,0.8559315,0.8559315
candidate174,0.8384782,0.7,0.7,0.7,0.7,0.7,0.7
candidate178,0.40008616,0.46969914,0.46969914,0.46969914,0.46969914,0.46969914,0.46969914
candidate189,0.75977343,0.7180166,0.7180166,0.7180166,0.7180166,0.7180166,0.7180166
candidate191,0.85022974,0.670661,0.670661,0.670661,0.670661,0.670661,0.670661
candidate194,0.9442613,0.49848932,0.6,0.9442613,0.9442613,0.9442613,0.9442613
candidate195,0.35335463,0.3852594,0.3852594,0.3852594,0.3852594,0.3852594,0.3852594
candidate197,0.13562867,0.20995128,0.20995128,0.20995128,0.20995128,0.20995128,0.20995128
candidate201,0.2005609,0.34444854,0.34444854,0.34444854,0.34444854,0.34444854,0.34444854
candidate204,0.6573967,0.7,0.7,0.7,0.7,0.7,0.7
candidate22,0.6181404,0.35445738,0.35445738,0.35445738,0.35445738,0.35445738,0.35445738
candidate223,0.71430403,0.46803504,0.46803504,0.71430403,0.71430403,0.71430403,0.71430403
candidate239,0.25080052,0.3,0.52376974,0.3,0.3,0.3,0.3
candidate251,0.30943602,0.421319,0.421319,0.421319,0.421319,0.421319,0.6
candidate252,0.28192085,0.8,0.8,0.8,0.8,0.8,0.8
candidate259,0.61630476,0.6554081,0.6554081,0.6554081,0.6554081,0.6554081,0.6554081
candidate26,0.4663074,0.6,0.6,0.6,0.6,0.6,0.6
candidate264,0.93857896,0.3,0.7,0.93857896,0.93857896,0.93857896,0.93857896
candidate268,0.17101377,0.34034574,0.34034574,0.34034574,0.34034574,0.34034574,0.7
candidate274,0.7154579,0.6361193,0.6361193,0.6361193,0.6361193,0.6361193,0.6361193
candidate275,0.93036294,0.583046,0.583046,0.583046,0.583046,0.583046,0.583046
candidate278,0.33451676,0.4551974,0.4551974,0.4551974,0.4551974,0.4551974,0.4551974
candidate284,0.3825647,0.3,0.4,0.3,0.3,0.3,0.3
candidate286,0.69623566,0.6589694,0.6589694,0.6589694,0.6589694,0.6589694,0.6589694
candidate290,0.8641708,0.70454997,0.70454997,0.70454997,0.70454997,0.70454997,0.70454997
candidate300,0.6841192,0.33887547,0.33887547,0.33887547,0.33887547,0.33887547,0.33887547
candidate301,0.14573744,0.3968004,0.3968004,0.3968004,0.3968004,0.3968004,0.3968004
candidate302,0.13347518,0.8,0.7,0.8,0.8,0.8,0.8
candidate309,0.37001872,0.7,0.4404404,0.7,0.7,0.7,0.7
candidate312,0.5402946,0.4011398,0.4011398,0.4011398,0.4011398,0.4011398,0.4
candidate329,0.43724647,0.6,0.6,0.6,0.6,0.6,0.6
candidate33,0.46584016,0.6,0.6,0.6,0.6,0.6,0.6
candidate333,0.5804221,0.54811454,0.54811454,0.54811454,0.54811454,0.54811454,0.54811454
candidate344,0.3393513,0.4563614,0.4563614,0.4563614,0.4563614,0.4563614,0.4563614
candidate346,0.6619919,0.44481802,0.44481802,0.6619919,0.6619919,0.6619919,0.6619919
candidate348,0.9295161,0.3,0.6,0.9295161,0.9295161,0.9295161,0.9295161
candidate354,0.6663108,0.76154524,0.76154524,0.76154524,0.76154524,0.76154524,0.76154524
candidate357,0.8471639,0.49450552,0.6,0.8471639,0.8471639,0.8471639,0.8471639
candidate360,0.25567126,0.4702495,0.4702495,0.4702495,0.4702495,0.4702495,0.4702495
candidate363,0.3870952,0.3513229,0.3513229,0.3513229,0.3513229,0.3513229,0.3513229
candidate368,0.58581537,0.57662976,0.57662976,0.57662976,0.57662976,0.57662976,0.57662976
candidate373,0.13347626,0.41178516,0.41178516,0.41178516,0.41178516,0.41178516,0.41178516
candidate384,0.6545195,0.620349,0.620349,0.620349,0.620349,0.620349,0.620349
candidate390,0.5565805,0.52586097,0.52586097,0.52586097,0.52586097,0.52586097,0.52586097
candidate394,0.4989589,0.33748907,0.33748907,0.33748907,0.33748907,0.33748907,0.33748907
candidate396,0.5623366,0.46826774,0.46826774,0.46826774,0.46826774,0.46826774,0.46826774
candidate397,0.3811555,0.42593908,0.42593908,0.42593908,0.42593908,0.42593908,0.42593908
candidate398,0.38323474,0.4487224,0.4487224,0.4487224,0.4487224,0.4487224,0.4487224
candidate40,0.90063393,0.6608596,0.6608596,0.6608596,0.6608596,0.6608596,0.6608596
candidate402,0.33824623,0.34203207,0.34203207,0.34203207,0.34203207,0.34203207,0.34203207
candidate403,0.21411636,0.48428178,0.48428178,0.48428178,0.48428178,0.48428178,0.48428178
candidate412,0.80812943,0.5663647,0.5663647,0.5663647,0.5663647,0.5663647,0.5663647
candidate42,0.58512324,0.6302594,0.6302594,0.6302594,0.6302594,0.6302594,0.6302594
candidate424,0.2002649,0.7,0.6,0.7,0.7,0.7,0.7
candidate427,0.20693126,0.29600558,0.29600558,0.29600558,0.29600558,0.29600558,0.29600558
candidate431,0.58689195,0.42242455,0.42242455,0.42242455,0.42242455,0.42242455,0.42242455
candidate439,0.7929867,0.7052394,0.7052394,0.7052394,0.7052394,0.7052394,0.7052394
candidate440,0.6249243,0.36316612,0.36316612,0.36316612,0.36316612,0.36316612,0.36316612
candidate450,0.63978255,0.43529627,0.6,0.43529627,0.43529627,0.43529627,0.43529627
candidate451,0.936077,0.6731696,0.6731696,0.6731696,0.6731696,0.6731696,0.52
candidate455,0.838485,0.7830179,0.7830179,0.7830179,0.7830179,0.7830179,0.7830179
candidate456,0.759032,0.55898064,0.55898064,0.55898064,0.55898064,0.55898064,0.55898064
candidate458,0.6164799,0.43645218,0.43645218,0.43645218,0.43645218,0.43645218,0.43645218
candidate459,0.3671016,0.8,0.7,0.8,0.8,0.8,0.8
candidate463,0.74221843,0.6177253,0.6177253,0.6177253,0.6177253,0.6177253,0.6177253
candidate466,0.8833751,0.7871899,0.7871899,0.7871899,0.7871899,0.7871899,0.7871899
candidate483,0.85005575,0.6505922,0.6505922,0.6505922,0.6505922,0.6505922,0.6505922
candidate486,0.10768867,0.29347444,0.29347444,0.29347444,0.29347444,0.29347444,0.29347444
candidate489,0.68721193,0.40660155,0.40660155,0.68721193,0.68721193,0.68721193,0.68721193
candidate49,0.48734355,0.4,0.52485454,0.4,0.4,0.4,0.4
candidate491,0.6308906,0.63334304,0.63334304,0.63334304,0.63334304,0.63334304,0.63334304
candidate493,0.3956737,0.8,0.8,0.8,0.8,0.8,0.8
candidate498,0.50556576,0.55558646,0.55558646,0.55558646,0.55558646,0.55558646,0.55558646
candidate499,0.46102142,0.7,0.6,0.7,0.7,0.7,0.7
candidate502,0.22518575,0.34817195,0.34817195,0.34817195,0.34817195,0.34817195,0.34817195
candidate509,0.9378962,0.70380455,0.70380455,0.70380455,0.70380455,0.70380455,0.70380455
candidate513,0.8328881,0.639122,0.639122,0.639122,0.639122,0.639122,0.639122
candidate524,0.94315183,0.4,0.6,0.94315183,0.94315183,0.94315183,0.94315183
candidate530,0.91153663,0.6467011,0.6467011,0.6467011,0.6467011,0.6467011,0.6467011
candidate544,0.63607645,0.41256833,0.41256833,0.41256833,0.41256833,0.41256833,0.41256833
candidate556,0.49597105,0.3,0.5193734,0.3,0.3,0.3,0.3
candidate56,0.20546651,0.4457545,0.4457545,0.4457545,0.4457545,0.4457545,0.4457545
candidate563,0.31108654,0.6,0.6,0.6,0.6,0.6,0.6
candidate564,0.5318143,0.67317617,0.67317617,0.67317617,0.67317617,0.67317617,0.67317617
candidate565,0.5082052,0.52149314,0.52149314,0.52149314,0.52149314,0.52149314,0.52149314
candidate580,0.67656946,0.53808486,0.53808486,0.53808486,0.53808486,0.53808486,0.53808486
candidate582,0.4823239,0.42320395,0.42320395,0.42320395,0.42320395,0.42320395,0.42320395
candidate59,0.80286086,0.6414938,0.6414938,0.6414938,0.6414938,0.6414938,0.6414938
candidate60,0.59017336,0.47451374,0.47451374,0.47451374,0.47451374,0.47451374,0.47451374
candidate68,0.39610982,0.45540056,0.45540056,0.45540056,0.45540056,0.45540056,0.45540056
candidate75,0.55202323,0.7,0.7,0.7,0.7,0.7,0.7
candidate76,0.38346764,0.501131,0.501131,0.501131,0.501131,0.501131,0.501131
candidate77,0.23611565,0.34572336,0.34572336,0.34572336,0.34572336,0.34572336,0.34572336
candidate79,0.329876,0.46716052,0.46716052,0.46716052,0.46716052,0.46716052,0.46716052
candidate85,0.06943357,0.28053373,0.28053373,0.28053373,0.28053373,0.28053373,0.28053373
candidate99,0.6286458,0.71823037,0.71823037,0.71823037,0.71823037,0.71823037,0.71823037
